club_name,canonical_name,league_name,city,state,source_url,website,website_status,website_discovered_at,source_type,website_source
Impact Futbol Club,Impact Futbol,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Indian Trail Athletic Association,Indian Trail Athletic Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Inter Development Futbol,Inter Development Futbol,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Jacksonville Area Soccer Association,Jacksonville Area Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Lenoir Youth Soccer Association,Lenoir Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Lumber River Football Club,Lumber River Football,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Mebane Youth Soccer Association,Mebane Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Mint Hill Athletic Association,Mint Hill Athletic Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Mooresville Inclusive Soccer Association,Mooresville Inclusive Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Next Big Thing Soccer Academy,Next Big Thing Academy,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
North Carolina Rush Triad Soccer Club,North Carolina Rush Triad,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
OBX Storm,Obx Storm,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Onslow Classic Soccer Association,Onslow Classic Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Pender Storm Football Club,Pender Storm Football,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Piedmont Area Soccer Association,Piedmont Area Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Piney Green Soccer Club,Piney Green,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Porter Ridge Athletic Association,Porter Ridge Athletic Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Richlands Soccer Club,Richlands,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Roanoke Valley Youth Soccer Association,Roanoke Valley Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Rutherford County Soccer Association,Rutherford County Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Sampson County Soccer Club,Sampson County,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Sanford Area Soccer League,Sanford Area League,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Seashore Soccer League,Seashore League,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Sherrills Ford Soccer Club,Sherrills Ford,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
South Iredell Soccer Association,South Iredell Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Steele Creek Soccer Club,Steele Creek,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Stokes United Football Club,Stokes Football,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Stokesdale Park Soccer Association,Stokesdale Park Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Strikers of Gaston County Soccer Association,Strikers Of Gaston County Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Summersill Soccer Club,Summersill,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Superb Futbol Club,Superb Futbol,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Swain Youth Soccer Association,Swain Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Swansboro Soccer Association,Swansboro Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Tar River Youth Soccer Association,Tar River Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
TOR Futbol Academy,Tor Futbol Academy,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Transylvania Youth Soccer Association,Transylvania Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Triad Union Football Club,Triad Union Football,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Triangle United Soccer Association,Triangle Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
UNC-Chapel Hill TOPSoccer,Unc-Chapel Hill Topsoccer,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Union Youth Futbol Club,Union Futbol,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
United Soccer Club NC,Nc,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Wayne County United Soccer Club,Wayne County,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Wesley Chapel Weddington Athletic Assn.,Wesley Chapel Weddington Athletic Assn.,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Western United Soccer Club,Western,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Wings Of Wilkes Soccer Club,Wings Of Wilkes,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Yadkin Soccer Association,Yadkin Association,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
YMCA of Catawba Valley Soccer Club,Ymca Of Catawba Valley,North Carolina Youth Soccer Association,,North Carolina,https://www.ncsoccer.org/find-my-club/,,,,,
Dickinson Soccer Club,Dickinson,North Dakota Soccer Association,,North Dakota,https://www.northdakotasoccer.org/club-info/,http://www.dickinsonsoccer.com/,,,,
Greater Grand Forks Soccer Club,Greater Grand Forks,North Dakota Soccer Association,,North Dakota,https://www.northdakotasoccer.org/club-info/,http://www.ggfsc.com/,,,,
Jamestown Soccer Club,Jamestown,North Dakota Soccer Association,,North Dakota,https://www.northdakotasoccer.org/club-info/,http://www.jamestownsoccer.org/,,,,
Mandan Soccer Club,Mandan,North Dakota Soccer Association,,North Dakota,https://www.northdakotasoccer.org/club-info/,http://www.mandansoccer.com/,,,,
Minot Soccer Club,Minot,North Dakota Soccer Association,,North Dakota,https://www.northdakotasoccer.org/club-info/,http://www.minotsoccer.com/,,,,
Red River Valley United Soccer Club,Red River Valley,North Dakota Soccer Association,,North Dakota,https://www.northdakotasoccer.org/club-info/,http://www.unitedscrrv.org/,,,,
Tri-City Storm SC,Tri- Storm,North Dakota Soccer Association,,North Dakota,https://www.northdakotasoccer.org/club-info/,http://www.tricitystorm.org/,,,,
Alacranes FC,Alacranes,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Amarillo Rush SC,Amarillo Rush,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Americas Futbol Club,Americas Futbol,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Arlington SA,Arlington Sa,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Avanti Soccer Academy,Avanti Academy,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Aztecas Futbol Club,Aztecas Futbol,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Barcelona SC,Barcelona,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Cabosa Shreveport United,Cabosa Shreveport,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Centex Soccer Association,Centex Association,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Centex Storm Soccer Club,Centex Storm,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Charros FC,Charros,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Crusaders FC,Crusaders,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Desert FC - Odessa,Desert - Odessa,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Drifters FC,Drifters,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Eagle Mountain SA,Eagle Mountain Sa,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
East Texas United SC,East Texas,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
FC Cowboys,Cowboys,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
FC Dallas ETX,Dallas Etx,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
FC Dallas High Plains,Dallas High Plains,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
FC Forney,Forney,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Fortress FC,Fortress,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Fort Worth All Stars FC,Fort Worth All Stars,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Fort Worth Vaqueros FC,Fort Worth Vaqueros,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Fuego FC,Fuego,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
FWYSA,Fwysa,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Hornets FC,Hornets,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Hurst United SA,Hurst Sa,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Independent Wichita Falls FC,Independent Wichita Falls,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Juventus Premier  FC,Juventus Premier,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Juventus Premier Futbol Club,Juventus Premier Futbol,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Kernow Storm FC,Kernow Storm,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Lubbock Cruz Azul SC,Lubbock Cruz Azul,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Mansfield FC,Mansfield,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Metro West SC,Metro West,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Mid Cities Tejanos,Mid Cities Tejanos,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Midlothian Premier FC,Midlothian Premier,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Mineral Wells Soccer,Mineral Wells,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Mustang YSA,Mustang Ysa,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
North Fort Worth Alliance SA,North Fort Worth Alliance Sa,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
NTX Celtic FC,Ntx Celtic,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
NTX United FC,Ntx,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
ORION FC,Orion,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Paris Saint-Germain Academy DFW,Paris Saint-Germain Academy Dfw,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Pumas SC NTX,Pumas Ntx,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Rayos FC,Rayos,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Real GP,Real Gp,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Revolution FC LBK,Revolution Lbk,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
San Angelo Extreme FC,San Angelo Extreme,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Santos Laguna Dallas,Santos Laguna Dallas,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
South Lakes SC,South Lakes,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Steel United Texas,Steel Texas,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Stephenville SA,Stephenville Sa,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
TAG Soccer,Tag,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Texas Lightning Soccer Club,Texas Lightning,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Texas Spurs,Texas Spurs,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Texoma Football Club,Texoma Football,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
TOKA FUTBOL CLUB,Toka Futbol,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Victory SC,Victory,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
W.F. Roadrunners FC,W.F. Roadrunners,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
WFSC,Wfsc,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Wise United FC,Wise,North Texas State Soccer Association,,North Texas,https://system.gotsport.com/org_event/events/39057/clubs,,,,,
Cincinnati United,Cincinnati,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/44770/clubs,,,,,
Cincinnati West,Cincinnati West,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/44770/clubs,,,,,
Cincy SC,Cincy,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/44770/clubs,,,,,
FC Storm,Storm,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/44770/clubs,,,,,
Green SA,Green Sa,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/44770/clubs,,,,,
Kings United FC,Kings,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/44770/clubs,,,,,
Mike FC,Mike,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/44770/clubs,,,,,
Perrysburg SC,Perrysburg,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/44770/clubs,,,,,
Academia De Futbol Ole,Academia De Futbol Ole,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Alliance Cincinnati SC,Alliance Cincinnati,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Bellbrook Soccer Association,Bellbrook Association,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Bethel Area Youth Soccer Association,Bethel Area Association,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Big Cat SC,Big Cat,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Botkins SC,Botkins,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Butler Fury Soccer Club,Butler Fury,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Campbell Soccer Club (CSC),Campbell,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Champaign Dynamo SC,Champaign Dynamo,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Dayton Futbol Academy,Dayton Futbol Academy,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Dayton Kroc SC,Dayton Kroc,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Dayton Players Academy Cobras,Dayton Players Academy Cobras,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Dayton Titans,Dayton Titans,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Eclipse FC,Eclipse,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Fairfield Optimist Soccer Club,Fairfield Optimist,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
First Capital FC,First Capital,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Greene County Cosmos,Greene County Cosmos,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Hancock Fusion,Hancock Fusion,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Independence SC,Independence,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Inner Cincinnati SA,Inner Cincinnati Sa,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
ISC Storm,Isc Storm,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Kolping SC,Kolping,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Lakota Futbol Club,Lakota Futbol,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Lawrenceburg Greendale Soccer Club,Lawrenceburg Greendale,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Little Miami FC,Little Miami,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Madeira FC,Madeira,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Manu Ledesma Academy,Manu Ledesma Academy,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Marauders Premier Football Club,Marauders Premier Football,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Miami County FC,Miami County,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Monroe Premier FC,Monroe Premier,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Northern Alliance SC,Northern Alliance,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Northwest Cincy Soccer Coalition,Northwest Cincy Coalition,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
NWC Alliance Soccer Club,Nwc Alliance,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Oak Hills Youth Athletics,Oak Hills Athletics,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Ohio Soccer Association,Ohio Association,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
On Goal Passion FC,On Goal Passion,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Pacesetter South,Pacesetter South,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
PCFC,Pcfc,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
PC United SC,Pc,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Shawnee Select SC,Shawnee Select,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Shelby County Youth Soccer,Shelby County,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Shelby Youth Soccer,Shelby,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
SouthStars SC,Southstars,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Sporting Queen City,Sporting Queen,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Springfield Thunder SC,Springfield Thunder,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
STAR Rush Cincinnati,Star Rush Cincinnati,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
St. Marys Club Soccer,St. Marys,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Taylor Creek Youth Organization,Taylor Creek Organization,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Tipp City Youth Soccer,Tipp,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Troy Rattlers,Troy Rattlers,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Troy Renegades,Troy Renegades,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Wapakoneta SC,Wapakoneta,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Zanesville Arsenal SC,Zanesville Arsenal,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs,,,,,
Broken Arrow Soccer Club,Broken Arrow,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Chisholm Trail SA,Chisholm Trail Sa,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Choctaw SA (CNP),Choctaw Sa,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Claremore SC,Claremore,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Edmond SC,Edmond,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Elevate FC,Elevate,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
ELGIN FUTBOL CLUB (E.F.C.),Elgin Futbol,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Elk City SC,Elk,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
El Reno SC,El Reno,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Enid SC,Enid,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Ft Gibson SC,Ft Gibson,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Harrah SC,Harrah,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Lawton SC,Lawton,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
NE Oklahoma FC,Ne Oklahoma,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
North OKC SC,North Okc,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Northwest Alliance FC,Northwest Alliance,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
OKC 405 FC,Okc 405,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Oklahoma Energy FC,Oklahoma Energy,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Ponca City SA,Ponca Sa,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Porter SC,Porter,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
SOUTHWEST KANSAS,Southwest Kansas,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Stillwater SC,Stillwater,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Union FC Tulsa,Union Tulsa,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Western Oklahoma FC,Western Oklahoma,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Yukon SC,Yukon,Oklahoma Soccer Association,,Oklahoma,https://system.gotsport.com/org_event/events/45220/clubs,,,,,
Central Coast Soccer Association,Central Coast Association,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Mid Valley Soccer Club,Mid Valley,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
North Marion Youth Athletics,North Marion Athletics,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Oregon Valley Futbol Alliance,Oregon Valley Futbol Alliance,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Pelada Football Academy,Pelada Football Academy,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Silver Falls Soccer Club,Silver Falls,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Siuslaw Youth Soccer Association,Siuslaw Association,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
WHK Soccer Club,Whk,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
WOODBURN FC,Woodburn,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
